Timestamp,Milliseconds,X,Y,Z
2021-03-04 00:42:37,850,-1.0059906,5.449452,8.090849
2021-03-04 00:42:37,860,-0.99468935,5.4537888,8.089324
2021-03-04 00:42:37,870,-0.99468935,5.4537888,8.089324
2021-03-04 00:42:37,881,-0.98771554,5.4591503,8.086562
2021-03-04 00:42:37,891,-0.98771554,5.4591503,8.086562
2021-03-04 00:42:37,900,-0.97718614,5.4622436,8.0857525
2021-03-04 00:42:37,911,-0.97718614,5.4622436,8.0857525
2021-03-04 00:42:37,921,-0.9861736,5.4644217,8.083189
2021-03-04 00:42:37,930,-0.9861736,5.4644217,8.083189
2021-03-04 00:42:37,941,-0.96668345,5.470694,8.081301
2021-03-04 00:42:37,952,-0.96668345,5.470694,8.081301
2021-03-04 00:42:37,961,-0.9582347,5.4731207,8.080664
2021-03-04 00:42:37,971,-0.9582347,5.4731207,8.080664
2021-03-04 00:42:37,980,-0.95186204,5.475325,8.079924
2021-03-04 00:42:37,991,-0.95186204,5.475325,8.079924
2021-03-04 00:42:37,1000,-0.9455492,5.476829,8.079645
2021-03-04 00:42:37,1011,-0.9455492,5.476829,8.079645
2021-03-04 00:42:37,1020,-0.9393217,5.4780593,8.079538
2021-03-04 00:42:37,1030,-0.9393217,5.4780593,8.079538
2021-03-04 00:42:37,1040,-0.9305176,5.477563,8.080893
2021-03-04 00:42:37,1051,-0.9305176,5.477563,8.080893
2021-03-04 00:42:37,1061,-0.9217041,5.4744678,8.084
2021-03-04 00:42:37,1071,-0.9217041,5.4744678,8.084
2021-03-04 00:42:37,1080,-0.9338138,5.4738693,8.083015
2021-03-04 00:42:37,1091,-0.9338138,5.4738693,8.083015
2021-03-04 00:42:37,1100,-0.9265614,5.4766555,8.081963
2021-03-04 00:42:37,1111,-0.9265614,5.4766555,8.081963
2021-03-04 00:42:37,1120,-0.923959,5.4768414,8.082134
2021-03-04 00:42:37,1131,-0.923959,5.4768414,8.082134
2021-03-04 00:42:37,1140,-0.9184655,5.4793296,8.081074
2021-03-04 00:42:37,1151,-0.9184655,5.4793296,8.081074
2021-03-04 00:42:37,1160,-0.9215511,5.4842253,8.077401
2021-03-04 00:42:37,1171,-0.9215511,5.4842253,8.077401
2021-03-04 00:42:37,1180,-0.91593677,5.4877057,8.075675
2021-03-04 00:42:37,1190,-0.91593677,5.4877057,8.075675
2021-03-04 00:42:37,1201,-0.9136644,5.491442,8.073393
2021-03-04 00:42:37,1210,-0.9136644,5.491442,8.073393
2021-03-04 00:42:37,1221,-0.90994114,5.4954567,8.071081
2021-03-04 00:42:37,1230,-0.90994114,5.4954567,8.071081
2021-03-04 00:42:37,1241,-0.9140902,5.4983625,8.068633
2021-03-04 00:42:37,1250,-0.9140902,5.4983625,8.068633
2021-03-04 00:42:37,1261,-0.9077105,5.498751,8.069088
2021-03-04 00:42:37,1270,-0.9077105,5.498751,8.069088
2021-03-04 00:42:37,1280,-0.91151655,5.4994836,8.06816
2021-03-04 00:42:37,1290,-0.91151655,5.4994836,8.06816
2021-03-04 00:42:37,1300,-0.9106297,5.495018,8.071302
2021-03-04 00:42:37,1310,-0.9106297,5.495018,8.071302
2021-03-04 00:42:37,1321,-0.9062127,5.4881625,8.076462
2021-03-04 00:42:37,1330,-0.9062127,5.4881625,8.076462
2021-03-04 00:42:37,1341,-0.9014772,5.4839416,8.079859
2021-03-04 00:42:37,1350,-0.9014772,5.4839416,8.079859
2021-03-04 00:42:37,1360,-0.9014772,5.4839416,8.079859
2021-03-04 00:42:37,1370,-0.9048677,5.486645,8.077643
2021-03-04 00:42:37,1380,-0.9023495,5.492282,8.074094
