,lr,momentum,batch_size,n1,n2,ks,val_acc,predict_time
121,3.1622776601683805e-06,0.8,48,80,80,36,0.2075471729040146,0.2530367374420166
122,0.0010000000000000002,0.95,48,88,80,60,0.948113203048706,0.2670860290527344
123,0.0316227766016838,0.9,64,16,96,52,0.948113203048706,0.23909568786621094
124,0.0010000000000000002,0.95,64,120,64,48,0.9528301954269409,0.2605419158935547
125,1.0000000000000003e-05,0.99,32,88,112,12,0.7877358198165894,0.24143552780151367
126,0.010000000000000002,0.8,32,72,56,24,0.9622641801834106,0.24686241149902344
127,0.010000000000000002,0.9,64,72,120,16,0.9575471878051758,0.23820734024047852
128,0.0316227766016838,0.8,32,112,112,60,0.9528301954269409,0.2572765350341797
129,0.0010000000000000002,0.9,64,120,72,12,0.8820754885673523,0.24322104454040527
130,1.0000000000000003e-05,0.99,32,8,32,40,0.7783018946647644,0.24532341957092285
131,0.0010000000000000002,0.99,32,88,48,28,0.9433962106704712,0.24811172485351562
132,3.1622776601683805e-06,0.99,64,120,104,60,0.8301886916160583,0.2651524543762207
133,0.0316227766016838,0.95,80,96,40,8,0.9528301954269409,0.2699623107910156
134,0.010000000000000002,0.9,32,16,96,60,0.9575471878051758,0.23964834213256836
135,0.00316227766016838,0.95,48,104,48,16,0.948113203048706,0.26710081100463867
136,3.1622776601683805e-06,0.8,96,80,120,36,0.15566037595272064,0.2518961429595947
137,0.00010000000000000002,0.95,96,96,24,8,0.650943398475647,0.24618196487426758
138,0.00010000000000000002,0.8,16,48,24,12,0.7264150977134705,0.2442483901977539
139,0.000316227766016838,0.8,32,56,120,8,0.7971698045730591,0.28496694564819336
140,0.000316227766016838,0.9,16,112,64,32,0.9150943160057068,0.2510406970977783
141,0.000316227766016838,0.95,48,32,40,12,0.8301886916160583,0.24673914909362793
142,3.16227766016838e-05,0.99,96,32,40,48,0.849056601524353,0.23790454864501953
143,3.1622776601683805e-06,0.95,32,64,120,56,0.6886792182922363,0.26484155654907227
144,0.000316227766016838,0.9,64,56,88,36,0.8867924809455872,0.25280332565307617
145,0.00010000000000000002,0.95,96,32,80,28,0.7547169923782349,0.2586638927459717
146,1.0000000000000003e-05,0.99,16,80,56,60,0.8915094137191772,0.2569108009338379
147,0.000316227766016838,0.99,48,88,56,44,0.948113203048706,0.24867510795593262
148,1.0000000000000003e-05,0.99,32,104,64,20,0.7971698045730591,0.2931051254272461
149,3.16227766016838e-05,0.9,16,56,112,16,0.7594339847564697,0.2916984558105469
150,1.0000000000000003e-05,0.95,48,112,56,16,0.5,0.29006028175354004
151,3.16227766016838e-05,0.9,48,16,104,4,0.6132075190544128,0.2541487216949463
152,1.0000000000000003e-05,0.95,80,96,112,56,0.8160377144813538,0.2658231258392334
153,0.010000000000000002,0.9,64,104,56,40,0.9622641801834106,0.25606441497802734
154,0.00010000000000000002,0.99,32,104,24,24,0.9245283007621765,0.23806214332580566
155,0.0316227766016838,0.95,96,56,24,32,0.9669811129570007,0.24368691444396973
156,0.010000000000000002,0.9,32,40,112,56,0.9575471878051758,0.24640846252441406
157,0.010000000000000002,0.99,96,72,64,24,0.9528301954269409,0.24286174774169922
158,0.1,0.9,32,72,24,32,0.9575471878051758,0.2536604404449463
159,0.00010000000000000002,0.99,32,104,32,12,0.9056603908538818,0.278247594833374
160,3.16227766016838e-05,0.99,80,88,120,44,0.8867924809455872,0.25363612174987793
161,1.0000000000000003e-05,0.8,32,72,8,24,0.25943395495414734,0.23717451095581055
162,0.010000000000000002,0.8,96,104,40,20,0.9245283007621765,0.26125264167785645
163,3.1622776601683805e-06,0.9,80,104,24,36,0.2641509473323822,0.26385045051574707
164,0.1,0.99,48,48,48,48,0.948113203048706,0.23575520515441895
165,0.00316227766016838,0.95,48,32,120,60,0.948113203048706,0.27294015884399414
166,3.16227766016838e-05,0.9,64,96,24,28,0.4150943458080292,0.2612152099609375
167,0.000316227766016838,0.99,32,48,32,36,0.948113203048706,0.25472259521484375
168,0.000316227766016838,0.9,96,48,80,44,0.8396226167678833,0.25203704833984375
169,1.0000000000000003e-05,0.9,96,24,120,20,0.33018869161605835,0.2643277645111084
170,0.1,0.99,64,112,40,4,0.9150943160057068,0.23214197158813477
171,0.000316227766016838,0.9,32,104,80,4,0.8349056839942932,0.24421000480651855
172,0.010000000000000002,0.95,96,72,48,36,0.9575471878051758,0.23972201347351074
173,0.000316227766016838,0.95,32,24,88,44,0.9150943160057068,0.24854803085327148
174,0.1,0.95,32,40,80,60,0.9528301954269409,0.24514412879943848
175,0.1,0.99,32,16,24,36,0.9245283007621765,0.24384260177612305
176,0.00316227766016838,0.99,32,72,48,24,0.9528301954269409,0.24148988723754883
177,0.010000000000000002,0.95,48,80,56,32,0.9669811129570007,0.2533717155456543
178,0.0316227766016838,0.9,80,56,48,16,0.9433962106704712,0.24948906898498535
179,0.010000000000000002,0.99,48,112,16,40,0.9622641801834106,0.23946142196655273
180,0.0316227766016838,0.8,64,120,64,48,0.9622641801834106,0.2347118854522705
181,3.16227766016838e-05,0.95,64,88,64,56,0.7735849022865295,0.2425670623779297
182,0.010000000000000002,0.95,80,16,112,52,0.9433962106704712,0.23592519760131836
183,3.1622776601683805e-06,0.8,16,24,8,20,0.3113207519054413,0.24288368225097656
184,0.010000000000000002,0.95,32,56,40,52,0.9622641801834106,0.24671506881713867
185,0.1,0.8,80,96,40,8,0.9622641801834106,0.22419285774230957
186,3.16227766016838e-05,0.95,16,120,64,60,0.8915094137191772,0.25381994247436523
187,0.0316227766016838,0.95,80,80,104,56,0.9669811129570007,0.25042104721069336
188,3.16227766016838e-05,0.95,32,32,40,44,0.7877358198165894,0.26276230812072754
189,3.16227766016838e-05,0.9,48,72,80,16,0.5377358198165894,0.286052942276001
190,0.0316227766016838,0.99,96,32,16,16,0.9575471878051758,0.24709510803222656
191,3.16227766016838e-05,0.99,64,112,120,28,0.8726415038108826,0.2721898555755615
192,1.0000000000000003e-05,0.95,96,16,88,56,0.34433960914611816,0.24370121955871582
193,1.0000000000000003e-05,0.95,80,88,104,40,0.5707547068595886,0.23244380950927734
194,0.0316227766016838,0.99,80,80,40,52,0.9528301954269409,0.24996447563171387
195,1.0000000000000003e-05,0.95,48,48,64,60,0.8066037893295288,0.25306153297424316
196,0.1,0.9,32,32,80,16,0.9575471878051758,0.2569870948791504
197,0.00316227766016838,0.9,16,56,64,8,0.9339622855186462,0.2677938938140869
198,0.0010000000000000002,0.95,80,24,96,28,0.9103773832321167,0.24695801734924316
199,3.16227766016838e-05,0.8,64,112,112,52,0.7830188870429993,0.26094722747802734
200,0.0316227766016838,0.9,16,48,48,60,0.9622641801834106,0.24373269081115723
201,0.0010000000000000002,0.99,64,88,80,60,0.948113203048706,0.22710418701171875
202,0.0316227766016838,0.95,16,96,16,28,0.9386792182922363,0.24649930000305176
203,3.1622776601683805e-06,0.9,80,112,56,28,0.24056604504585266,0.24620389938354492
204,0.0010000000000000002,0.99,48,120,24,16,0.9292452931404114,0.26806163787841797
205,3.1622776601683805e-06,0.9,80,8,112,20,0.33018869161605835,0.24292516708374023
206,0.0316227766016838,0.8,64,80,56,40,0.9433962106704712,0.2444007396697998
207,0.00010000000000000002,0.9,32,8,48,4,0.3820754587650299,0.24492573738098145
208,1.0000000000000003e-05,0.8,96,8,64,32,0.1320754736661911,0.22865056991577148
209,0.0316227766016838,0.9,32,96,24,28,0.9575471878051758,0.23088645935058594
210,1.0000000000000003e-05,0.8,64,24,64,56,0.2971698045730591,0.24685096740722656
211,0.000316227766016838,0.8,16,120,88,20,0.8867924809455872,0.2414264678955078
212,0.0010000000000000002,0.95,48,48,24,52,0.9433962106704712,0.2657346725463867
213,1.0000000000000003e-05,0.9,16,32,104,12,0.5283018946647644,0.27057719230651855
214,0.000316227766016838,0.95,64,112,64,24,0.8867924809455872,0.2635180950164795
215,0.0316227766016838,0.8,64,32,48,28,0.9575471878051758,0.24551129341125488
216,0.0010000000000000002,0.95,48,16,80,36,0.9198113083839417,0.248030424118042
217,1.0000000000000003e-05,0.95,96,112,64,16,0.6084905862808228,0.2834765911102295
218,1.0000000000000003e-05,0.95,64,96,64,44,0.7688679099082947,0.26014065742492676
219,0.00010000000000000002,0.95,64,72,48,20,0.801886796951294,0.2661597728729248
220,3.1622776601683805e-06,0.99,96,48,40,44,0.6556603908538818,0.2416846752166748
221,0.0316227766016838,0.99,32,96,120,40,0.9528301954269409,0.2662475109100342
222,0.010000000000000002,0.99,96,40,96,4,0.9103773832321167,0.2571897506713867
223,0.010000000000000002,0.8,48,64,56,32,0.9575471878051758,0.26032233238220215
224,0.000316227766016838,0.95,96,120,112,4,0.801886796951294,0.2392125129699707
225,0.00316227766016838,0.95,16,120,112,12,0.9622641801834106,0.23660612106323242
226,0.00316227766016838,0.8,96,64,88,32,0.9103773832321167,0.2398209571838379
227,0.1,0.8,48,40,48,48,0.9528301954269409,0.24247288703918457
228,3.1622776601683805e-06,0.99,48,120,16,24,0.7264150977134705,0.2520740032196045
229,3.16227766016838e-05,0.9,80,88,72,4,0.5754716992378235,0.2825005054473877
230,1.0000000000000003e-05,0.9,64,72,72,32,0.6698113083839417,0.24395346641540527
231,3.1622776601683805e-06,0.99,80,40,16,36,0.6084905862808228,0.23500370979309082
232,3.16227766016838e-05,0.9,64,88,48,8,0.6886792182922363,0.2681417465209961
233,0.0010000000000000002,0.9,48,32,24,56,0.9198113083839417,0.23857927322387695
234,0.000316227766016838,0.9,64,64,40,52,0.8867924809455872,0.24673771858215332
235,0.00316227766016838,0.99,16,40,48,32,0.9622641801834106,0.2519114017486572
236,0.00316227766016838,0.8,80,40,48,40,0.9103773832321167,0.2383880615234375
237,3.1622776601683805e-06,0.95,16,72,24,32,0.6603773832321167,0.25557637214660645
238,0.000316227766016838,0.8,32,80,112,20,0.8349056839942932,0.2625148296356201
239,0.0316227766016838,0.95,16,72,96,56,0.9575471878051758,0.26247119903564453
240,1.0000000000000003e-05,0.99,80,104,80,28,0.7688679099082947,0.2660665512084961
241,0.0010000000000000002,0.9,96,112,16,52,0.9056603908538818,0.23984217643737793
242,0.1,0.9,32,8,72,12,0.9056603908538818,0.25412726402282715
243,0.1,0.9,80,88,56,60,0.9339622855186462,0.24142718315124512
244,0.00316227766016838,0.8,96,24,24,56,0.8915094137191772,0.24000144004821777
245,3.1622776601683805e-06,0.8,96,72,48,16,0.18867924809455872,0.23496460914611816
246,3.1622776601683805e-06,0.95,64,80,64,48,0.27358490228652954,0.254533052444458
247,0.00316227766016838,0.99,16,40,72,36,0.9669811129570007,0.23861956596374512
248,0.00316227766016838,0.99,16,72,16,32,0.9575471878051758,0.24672245979309082
249,0.1,0.9,80,40,88,24,0.9528301954269409,0.24557113647460938
250,0.0010000000000000002,0.8,32,8,120,44,0.9056603908538818,0.24160456657409668
251,0.010000000000000002,0.9,80,96,40,36,0.9386792182922363,0.2483677864074707
252,0.000316227766016838,0.99,96,16,112,60,0.9198113083839417,0.23842406272888184
253,3.1622776601683805e-06,0.99,16,56,40,60,0.7688679099082947,0.2508814334869385
254,0.1,0.99,16,112,64,12,0.7641509175300598,0.29403185844421387
255,3.1622776601683805e-06,0.8,16,96,40,4,0.2216981202363968,0.27507853507995605
256,3.1622776601683805e-06,0.8,32,32,96,36,0.25,0.2433469295501709
257,0.0316227766016838,0.9,48,24,32,24,0.9245283007621765,0.23514509201049805
258,0.010000000000000002,0.9,80,88,32,60,0.948113203048706,0.23984789848327637
259,0.00316227766016838,0.99,64,80,40,24,0.9622641801834106,0.2536435127258301
260,0.00316227766016838,0.9,48,112,80,32,0.9528301954269409,0.24691390991210938
261,0.1,0.95,80,48,120,52,0.9339622855186462,0.22808408737182617
262,0.010000000000000002,0.9,48,32,40,40,0.9433962106704712,1.1889739036560059
263,3.16227766016838e-05,0.8,48,104,112,20,0.7688679099082947,0.2579782009124756
264,0.000316227766016838,0.8,32,56,72,52,0.8962264060974121,0.2570328712463379
265,0.010000000000000002,0.9,96,24,104,44,0.948113203048706,0.25225019454956055
266,1.0000000000000003e-05,0.8,16,40,16,28,0.23113207519054413,0.24722743034362793
267,0.0316227766016838,0.95,64,120,104,24,0.9669811129570007,0.2600588798522949
268,0.010000000000000002,0.95,64,112,104,48,0.9669811129570007,0.2697317600250244
269,1.0000000000000003e-05,0.95,48,32,88,8,0.44811320304870605,0.2682950496673584
270,0.0316227766016838,0.9,32,56,64,48,0.9622641801834106,0.24444270133972168
271,3.16227766016838e-05,0.95,64,8,56,20,0.6084905862808228,0.24875640869140625
272,0.1,0.9,80,88,32,8,0.9292452931404114,0.25593113899230957
273,3.16227766016838e-05,0.99,32,48,16,36,0.8679245114326477,0.2434406280517578
274,0.000316227766016838,0.9,64,112,80,24,0.8537735939025879,0.252133846282959
275,0.00010000000000000002,0.8,64,32,96,56,0.7547169923782349,0.24045801162719727
276,0.000316227766016838,0.95,48,80,56,24,0.8915094137191772,0.2411508560180664
277,0.00010000000000000002,0.8,32,40,8,60,0.7169811129570007,0.2354261875152588
278,3.16227766016838e-05,0.95,48,56,112,36,0.75,0.24900078773498535
279,0.010000000000000002,0.95,96,88,48,24,0.9575471878051758,0.24750947952270508
280,0.0316227766016838,0.9,16,120,32,44,0.9716981053352356,0.25816798210144043
281,0.000316227766016838,0.95,64,120,96,24,0.8915094137191772,0.24808597564697266
282,0.0010000000000000002,0.8,16,104,104,36,0.9433962106704712,0.2561185359954834
283,0.00316227766016838,0.99,96,88,64,20,0.9433962106704712,0.28609275817871094
284,1.0000000000000003e-05,0.9,96,104,64,36,0.2688679099082947,0.24954581260681152
285,0.00010000000000000002,0.9,48,120,32,56,0.801886796951294,0.2426471710205078
286,0.000316227766016838,0.99,96,56,16,16,0.8820754885673523,0.24416017532348633
287,1.0000000000000003e-05,0.99,96,120,8,12,0.33018869161605835,0.2389664649963379
288,0.000316227766016838,0.99,80,96,80,28,0.9386792182922363,0.2503840923309326
289,0.010000000000000002,0.8,64,120,72,40,0.948113203048706,1.2735567092895508
290,0.0316227766016838,0.8,80,112,112,28,0.9575471878051758,0.2762722969055176
291,0.010000000000000002,0.99,96,104,88,56,0.9433962106704712,0.2614295482635498
292,0.010000000000000002,0.95,80,64,40,16,0.8962264060974121,0.2655203342437744
293,0.00010000000000000002,0.9,16,64,56,44,0.8679245114326477,0.25914692878723145
294,0.000316227766016838,0.8,48,8,96,48,0.7830188870429993,0.2443091869354248
295,0.1,0.95,32,88,80,28,0.9622641801834106,0.2564990520477295
296,3.1622776601683805e-06,0.8,16,88,32,24,0.23113207519054413,0.24802374839782715
297,3.16227766016838e-05,0.99,96,24,56,56,0.849056601524353,0.2465684413909912
298,0.00010000000000000002,0.95,32,56,24,24,0.8254716992378235,0.24656152725219727
299,3.1622776601683805e-06,0.95,80,56,120,28,0.35849055647850037,0.25609779357910156
300,0.00010000000000000002,0.9,96,48,64,24,0.6273584961891174,0.2496657371520996
301,0.1,0.9,16,40,72,28,0.9764150977134705,0.2434074878692627
302,3.16227766016838e-05,0.8,80,88,88,40,0.6603773832321167,0.24515700340270996
303,0.00010000000000000002,0.95,64,104,112,56,0.8726415038108826,0.2582876682281494
304,0.00010000000000000002,0.8,48,24,96,4,0.6084905862808228,0.25748634338378906
305,0.0316227766016838,0.95,16,88,104,4,0.9433962106704712,0.24061799049377441
306,0.1,0.95,64,32,120,52,0.9669811129570007,0.25235509872436523
307,1.0000000000000003e-05,0.8,96,16,32,60,0.2358490526676178,0.23801398277282715
308,3.1622776601683805e-06,0.99,48,56,112,20,0.6556603908538818,0.27820467948913574
309,0.0010000000000000002,0.8,16,96,48,24,0.9292452931404114,0.24657750129699707
310,0.1,0.95,96,8,104,60,0.9433962106704712,0.24076485633850098
311,0.1,0.9,48,120,64,60,0.9716981053352356,0.23263907432556152
312,0.1,0.8,32,8,64,8,0.9339622855186462,0.24769377708435059
313,0.0316227766016838,0.9,80,16,48,16,0.948113203048706,0.24826431274414062
314,3.1622776601683805e-06,0.99,64,40,104,8,0.19811320304870605,0.27228212356567383
315,0.1,0.9,80,112,104,4,0.9245283007621765,0.23704934120178223
316,3.16227766016838e-05,0.95,96,104,80,20,0.7122641801834106,0.23671770095825195
317,3.1622776601683805e-06,0.95,96,16,88,12,0.1603773534297943,1.2716732025146484
318,3.1622776601683805e-06,0.95,80,32,56,60,0.3396226465702057,0.26129913330078125
319,0.000316227766016838,0.9,48,32,56,20,0.8207547068595886,0.27341318130493164
320,0.010000000000000002,0.99,32,120,96,56,0.9528301954269409,0.24307823181152344
321,0.010000000000000002,0.8,96,32,88,32,0.9339622855186462,0.24733495712280273
322,0.0010000000000000002,0.95,64,80,40,8,0.8867924809455872,0.25737714767456055
323,0.0010000000000000002,0.99,48,64,56,16,0.9528301954269409,0.2672004699707031
324,0.0316227766016838,0.99,80,104,112,28,0.948113203048706,0.2537214756011963
325,1.0000000000000003e-05,0.8,48,120,88,52,0.6226415038108826,0.26537299156188965
326,0.1,0.8,32,40,32,40,0.9528301954269409,0.2418053150177002
327,1.0000000000000003e-05,0.9,64,24,96,12,0.18396227061748505,0.25284504890441895
328,0.010000000000000002,0.95,16,8,112,40,0.948113203048706,0.24059534072875977
329,3.16227766016838e-05,0.99,96,72,64,44,0.8207547068595886,0.24787664413452148
330,0.0316227766016838,0.9,64,8,40,60,0.9433962106704712,0.23722600936889648
331,0.0010000000000000002,0.95,16,32,72,28,0.9528301954269409,0.24295711517333984
332,0.0316227766016838,0.8,16,120,40,44,0.9669811129570007,0.24829792976379395
333,3.1622776601683805e-06,0.8,64,48,32,4,0.21698112785816193,0.25084590911865234
334,0.00010000000000000002,0.95,32,16,112,60,0.8867924809455872,0.2281322479248047
335,1.0000000000000003e-05,0.95,64,16,24,44,0.25471699237823486,0.23572635650634766
336,0.000316227766016838,0.9,48,48,88,40,0.8962264060974121,0.23604750633239746
